trail_id,park_id,trail_name,region,difficulty,star,gradient,surface,length,time,summary
T63,P23,MacLehose Trail (Section 5)Tate's Cairn to Tai Po Road,Central New Territories,3,2,3,4,10.6,4.5,"The MacLehose Trail spreads over many mountains, with its fifth section being the closest to the city and a relatively easier section. You might come across a lot of remains of World War II, such as grounds holes and trenches, some of which could be as deep as one metre. These could well be impressive views to local hikers. Trekking from Gilwell Campsite to Tate’s Cairn, you will reach Reunification Pavilion after crossing the ridge and going along Shatin Pass Road down to the Lion Pavilion in Shatin Pass and Unicorn Ridge. The pavilion, which boasts breath-taking views, commands Kowloon East and Kai Tak Cruise Terminal, and even as far as Victoria Harbour and Hong Kong Island East. You might just as well take a picture there to capture the spectacular scenery. Also worth mentioning is a radar station in Beacon Hill, which overlooks Kowloon to the south and Shatin to the north, with the view stretching to the horizon."
T64,P14,MacLehose Trail (Section 6)Tai Po Road to Shing Mun,Central New Territories,2,2,2,2,4.6,1.5,"The sixth section is the shortest and easiest section of the MacLehose Trail.  It is, therefore, quite popular among novice hikers. Leaving from Tai Po Road for Shing Mun Reservoir via Kowloon Reservoir, you will see Macaques roaming in groups on the way. The Macaques we can see now are the descendants of the ones previously introduced in Hong Kong with a view to ensuring the safety of fresh water by having them eat poisonous plants, the strychnos plants. Kowloon Reservoir was built in the 1920s, and the cluster of reservoirs comprises Kowloon Reservoir, Kowloon Byewash Reservoir, Kowloon Reception Reservoir and Shek Lei Pui Reservoir. The main dam, valve house, spillway dam, spillway dam recorder house and another recorder house are all declared monuments in Hong Kong. The magnificent dam and energetic Macaques make this section particularly bubbly compared with other sections. Make your way along Smuggler's Ridge to learn about the history of Battle of Hong Kong from Shing Mun Redoubt, Shaftesbury Avenue, and Regent Street and overlook Tsuen Wan and Kwai Chung there, which are bustling with life, prompting us to not only appreciate the value of the local hiking trails but also treasure their proximity to the city."
T65,P16,MacLehose Trail (Section 7)Shing Mun to Lead Mine Pass,Central New Territories,3,2,4,4,6.2,2.5,"Shing Mun Reservoir was built in 1937. Its main dam, steel bridge, valve tower and bellmouth overflow have been graded as Grade I historic buildings, making the reservoir one of the most popular hiking spots among Hongkongers. Over one hundred types of butterflies were recorded within the country park; the paperbark trees that surround the reservoir are even favourite check-in spots. The reservoir leads to Needle Hill, which allegedly means a mountain with a pointed crest in the Hakka dialect.  Despite only having the altitude of 532 metres, Needle Hill, as shown by its name in the Hakka dialect, is exceedingly steep. As a Chinese saying goes, “You would never appreciate the pain if you did not go through it”. Only when you experience it could you understand the experience per se. To scale Needle Hill, you have to climb over a thousand steps within 1.7 kilometres, which, together with sparse trees, puts endurance and willpower through the mill. However, the scenery that one can see on Needle Hill is well worth the efforts. After climbing up to the crest, you will be rewarded with the panoramic view of Shatin in front of you and, if you navigate your way through the narrow and mighty reservoir, you will then be rewarded with the view of Kwai Chung, Tsing Yi and Tseun Wan. If you scale Grassy Hill, which has an altitude of 647 metres, you can enjoy an even wider view ― this is what the hikers call Needle Hill, Grassy Hill and Tai Mo Shan face one another. Never will you get bored with the spectacular views on the way to the end point ― Lead Mine Pass."
T66,P03,MacLehose Trail (Section 8) Lead Mine Pass to Route Twisk,Central New Territories,4,3,5,3,9.7,4,"Hong Kong used to have many mine sites, one of which was Lead Mine Pass. There were mining activities in the east of Shing Mun Country Park in as early as the 1930s. It was not until the 1960s that the mine sites were derelict, even to date, as a result of the emergence of a large number of overseas large-scale mine sites and the plummeting price of ore. Lead Mine Pass still has many mine caves which owns a history of over a century. Don’t be daunted by the 600 upward steps starting from Lead Mine Pass, the remaining tracks of the eighth section are flat and easy to walk. Tai Mo Shan, with the height of 957 meters, which you will walk past on the way, is the highest mountain in Hong Kong. It is also the start point of Shing Mun River and Lam Tsuen River. The hillside in the north are wet and cold, which laid the foundations for the growth of camellia. Remains of trapezoid-shaped tea cultivation fields, which were established in the past, can still be seen. In autumn, countless hikers gravitate towards Tai Mo Shan to take pictures of the golden miscanthus. Cattle are every so often seen to prop themselves against each other to take rests. Enjoying the scenery from a height is always the reward for hiking. On sunny days with a cloudless sky, you can not only enjoy the view of the New Territories from Tai Mo Shan but also Tsing Ma Bridge and Shenzhen. On humid days, the mist-enveloped city is yet another sort of scenery shrouded in mystery."
T67,P03,MacLehose Trail (Section 9)Route Twisk to Tin Fu Tsai,West New Territories,2,1,3,1,6.3,2.5,"There is an observation deck soon after the trail starts. The south of the observation deck overlooks Tsuen Wan and Stonecutters Bridge, while the north of it commands Ho Pui Irrigation Reservoir, which is encircled by forests. A small island in the middle of the calm water, Ho Pui Reservoir is the source of water for irrigation for the farmers in northwest New Territories. At the foot of the mountain is the scenery of the rural plains of Pat Heung, Shek Kong and Kam Tin. If you look closely, you will even see a mine cave at the roadside that is no longer used. With trees lining the trail, even summer is not stifling.  Spring brings yet another type of scenery - the blooming native Red Azalea will add redness to the mountain. Don’t forget the bluish and purplish flower, known as Skullcap, which may be right next to your foot though. A military general of the Han dynasty, Han Xin, allegedly used Skullcap to treat the soldiers. On the way, you will see Snake Strawberries, whose receptacles swell like balls and which look like strawberries. You will also see a type of plant called Dichrocephala integrifolia, its flower resembles eyeballs of goldfish."
T68,P03,MacLehose Trail (Section 10)Tin Fu Tsai to Tuen Mun,West New Territories,4,3,3,2,15.6,5,"The last section MacLehose Trail is the lengthiest one, crossing almost half of Tai Lam Country Park and extending to Tuen Mun Town. Kat Hing Bridge is the intersection of streams and was the main access connecting Yuen Long to Tsuen Wan. There used to be seven small crossing bridges, which the residents called “Tsat To Ho”. It was not until 1868 that the people living there pitched in and built Kat Hing Bridge, which was revamped in the 1950s when Tai Lam Chung Reservoir was constructed. In the vicinity of distance post M173, you will walk through a small crossing bridge, where the damselfly, Indochinese Copperwing, can even be seen. Along the north side of Tai Lam Chung Reservoir, constructed in 1957, the reservoir was the first reservoir in Hong Kong after World War II. The 45-metre high main dam crosses Tai Lam Chung Valley and is the largest of the New Territories valley reservoirs. Since the valley where the reservoir is located is a hill belt, many islands were formed after water is stored, hence the green “Thousand-Island Lake of Hong Kong” of today."
T69,P19,Nai Chung Tree Walk,Central New Territories,1,2,1,1,0.27,0.2,"Nai Chung Tree Walk is located in the Nai Chung Barbecue Site of Ma On Shan Country Park. Despite a length of only 270m, you can learn more about trees while strolling along the Tree Walk. The Tree Walk features 20 common tree species, enabling you to appreciate and learn about various species of trees such as Big-leaved Acacia, Taiwan Acacia and Paper-bark Tree. You can also understand more about AFCD’s early plantation schemes in country parks, as well as how to enhance biodiversity in country parks through increase planting of native trees."
T70,P01,Nam Chung Country Trail,North New Territories,3,4,4,4,5.5,2.5,"Situated close to the north eastern border, Nam Chung does not have precipitous cliffs or dangerous streams, but what it does have among the abandoned fishponds and fields is the nostalgic scenery of rural Hong Kong, with natural landscape of mangroves, freshwater marshes, etc.  Not only does it offer scenic splendours of mountains and water, it is also home to a wealth of wildlife because of the surrounding mangroves, freshwater marshes and fishponds.  In particular, the nearby Sha Tau Kok Hoi has become a paradise for egrets and herons, which can be easily spotted between March and August.  The hiking trail passes through Ping Nam Stream, where different species of dragonflies can be found.  Beyond Kwai Tau Leng, you can find Tan Chuk Hang and San Uk Tsai Village.  The fields, ditches, lotus ponds, orchards, and marshes scattered in Tan Chuk Hang make for wonderful spots to watch butterflies and dragonflies.  Wildlife and a small number of villages enjoy a harmonious coexistence on these freshwater wetlands."
T71,P15,Nam Shan Tree Walk,Lantau,1,1,1,1,0.44,0.15,"Nam Shan Tree Walk is 440m long, passing through the Section 2 of Lantau Trail, with one end joining South Lantau Road. Nam Shan Tree Walk is a wooded path where 17 interpretation plates are placed with information about common plant species."
T72,P15,Nei Lak Shan Country Trail,Lantau,2,4,1,2,5,2,"Nei Lak Shan Country Trail, a level circular path, starts at the entrance of Dong Shan Fa Mun.  In contrast with the breathtaking Lantau Peak, the flat trail, is just like a path surrounding the tummy of Maitreya Buddha.  Along the trail there are lookouts overlooking Ngong Ping and the Big Buddha.  In spring and summer, the sights are complemented by fog and mist while in autumn and winter, the picture is supplemented with swaying silvergrass.  The middle part of the route overlaps a cable car line, providing visitors with the interesting scene of cable cars passing above their heads.  In the evening, the views of Ngong Ping Village and the Big Buddha are enhanced by the sunset in the background.  The trail passes through a number of secondary forests, which have a rich diversity of plants such as Buttercup Orchids with yellow flowers and Hong Kong Burmannia.  Scenes vary along the route – on the east it looks out on Tung Chung Town Centre and the monasteries and temples scattered on the hill, while on the north, it overlooks the figure-like airport and Hong Kong-Zhuhai-Macau Bridge, which stretches into the Peal River."
T73,P15,Ngong Ping Trail (Lantau Peak Section),Lantau,4,3,4,5,5.2,4,"Ngong Ping Trail (Lantau Peak Section) starts at Ngong Ping Nature Centre. After walking pass the old tea garden, where the Wisdom Path, a landscaped installation of 38 massive wooden pillars arranged in the pattern of the infinity symbol, is seen not far away. The wooden columns, inscribed with the original calligraphy featuring the Heart Sutra from world-renowned sinologist Professor Jao Tsung-I, are infused with religious elements and blended perfectly with the rural surroundings. Passing through the Lantau Peak archway, the challenge to reach the top of Lantau Peak at 934 m in height starts. Before Hong Kong became a city and port, Lantau Peak had always been referred to as ‘Lan Tau’, which is the romanisation of the words ‘broken head’ in Chinese, by local villagers because the outline of its summit looks broken apart. In the 19th century when British people came to Hong Kong, the whole island was called the same name; this is how Lantau Island got its name. Climbing up a steep rock staircase dubbed ‘Staircase to the Sky’ to Lantau Peak is not as strenuous a climb as one would imagine, as long as hikers pace themselves and settle into their own rhythm. On any sunny day in early summer, you will be afforded views of the azure sky and verdant woodlands in high resolution."
T74,P15,Ngong Ping Trail (Nei Lak Shan Section),Lantau,2,4,1,2,5,2.5,"Ngong Ping Trail (Nei Lak Shan Section) is a circular path starting at Ngong Ping Nature Centre. After walking past the old tea garden, where the Wisdom Path, a landscaped installation of 38 massive wooden pillars arranged in the pattern of the infinity symbol, is seen not far away. The wooden columns, inscribed with the original calligraphy featuring the Heart Sutra from world-renowned sinologist Professor Jao Tsung-I, are infused with religious elements and blended perfectly with the rural surroundings. Ngong Ping Plateau is humid and foggy all year round. Its fertile soil nourishes a great variety of wild plants. Along Ngong Ping Tree Walk, native plants including rare and unusual species, such as Smooth-leaved Sweet-leaf and Chinese Eurya, are introduced."
T75,P15,Ngong Ping Trail (Village Section),Lantau,2,5,2,2,2.7,1,"Ngong Ping Trail (Village Section) is a circular path starting at Ngong Ping Nature Centre. After walking past the old tea garden, where the Wisdom Path, a landscaped installation of 38 massive wooden pillars arranged in the pattern of the infinity symbol, is seen not far away. The wooden columns, inscribed with the original calligraphy featuring the Heart Sutra from world-renowned sinologist Professor Jao Tsung-I, are infused with religious elements and blended perfectly with the rural surroundings. Ngong Ping Plateau is humid and foggy all year round. Its fertile soil nourishes a great variety of wild plants. Along Ngong Ping Tree Walk, native plants including rare and unusual species, such as Smooth-leaved Sweet-leaf and Chinese Eurya, are introduced."
T76,P15,Ngong Ping Tree Walk,Lantau,1,3,1,1,0.35,0.15,"Ngong Ping Plateau is humid and foggy all year round. Its fertile soil nourishes a great variety of wild plants. There are 15 interpretation plates installed along Ngong Ping Tree Walk to showcase native plants including rare and unusual species, such as Smooth-leaved Sweet-leaf and Chinese Eurya. With guided tour services provided on holidays, you can better understand the native trees on Lantau Island."
T77,P12,Pak Tam Chung Family Walk,Sai Kung,1,2,1,1,1.4,0.75,"Located at the entrance of Sai Kung Country Park, Pak Tam Chung easily evokes the childhood memories of many Hongkongers, as it is a popular site for school picnics in spring and autumn. The entire route takes less than an hour and features high plant diversity. For example, overhead are the commonly seen species Taiwan Acacia and Ear-leaved Acacia. The former produces pompon-like golden blossoms from March to October while the latter bears spikes of yellow flowers from September to November. On the ground are some ferns and shrubs, as well as some dense stands of bamboos and climbers. Beyond the former Hakka village houses and the abandoned orchards is the finishing point of the trail."
T78,P12,Pak Tam Chung Nature Trail,Sai Kung,1,3,1,1,0.9,0.5,"Pak Tam Chung Nature Trail is built along the river, offering views of fresh and sea water coming together to create unique habitats. At low tide, fiddler crabs and mudskippers appear on the mud surface of mangroves. Plants like Longans, Night-blooming Cereus, and Sandpaper Vine, which were used for cleaning pots in the old days, are seen by the sides. At the finishing point of the level trail is Sheung Yiu Folk Museum, which introduces the history of Sheung Yiu Village. Built in the late 19th century, Sheung Yiu Village was inhabited by Hakka villagers who lived on producing bricks and tiles by burning lime. With the advent of the cement industry, cement took the place of lime, causing the villagers to move away to urban areas to earn a living. In the 1960s, the entire village was abandoned until 1984, when the village was opened as Sheung Yiu Folk Museum to display Sheung Yiu Village and the lime kiln, both of which are now declared monuments, for public viewing."
T79,P12,Pak Tam Chung to Biu Tsim Kok Hiking Trail,Sai Kung,3,3,2,2,11.3,3.5,"The section between Pak Tam Chung and the East Dam at High Island Reservoir, albeit quite long, has a gentle slope and is therefore a somewhat comfortable start to a hike. Commanding the best view in this section is unequivocally the clear and blue High Island Reservoir, which was built in 1979, when some 400 Hakka villages had to move out to make way for the reservoir, whose mammoth scale was therefore self-explanatory. Breath-taking scenery, whether natural or manmade, is seen not only in the mountain but also along the seashore - the wooden footpath in the East Dam of High Island Reservoir, a cofferdam of some 7000 dolosse, s-shaped hexagonal rock columns, Po Pin Chau and the like. As you walk along the High Island Geotrail towards the sea, you can see Po Pin Chau, which looks like a piece of cake. It was once part of Fa Shan, but was cut away from it because of years of wave impact, giving the flank of Po Pin Chau a row of sea stacks that look as if they were cut with a knife with a serrated blade. Don’t miss out on the wooden bridge at the east dam, which allows you to take a close look at the sea cave. Yet what steals the limelight is Biu Tsim Kok, a semi-circular cape on the north side of the East Dam. The hexagonal rock columns surrounding it give the geological landform a picturesque beauty, making it a popular social media check-in spot among hikers. Biu Tsim Kok overlooks the entire East Dam and looks out on Long Ke Wan and Tsang Pang Kok Tsui in the distance. It is also one of the few places that offer an aerial view of the hexagonal rock columns."
T80,P12,Pak Tam Chung Tree Walk,Sai Kung,1,5,1,1,0.58,0.5,"Located in Sai Kung West Country Park, Pak Tam Chung Tree Walk is 580m long and part of it overlaps Pak Tam Chung Hiking Practice Trail. Along the Tree Walk there are interpretation plates installed to introduce 12 species of trees. Apart from Paper-bark Tree and Brisbane Box, native species such as Camphor Tree, Naked Anther Ternstroemia and Sweet Gum are also highlighted.1 Lophostemon confertus2 Bauhinia x blakeana3 Delonix regia4 Markhamia stipulata var. kerrii5 Ternstroemia gymnanthera6 Syzygium jambos7 Schefflera heptaphylla8 Ficus variolosa9 Casuarina equisetifolia10 Liquidambar formosana11 Cinnamomum camphora12 Melaleuca cajuputi subsp. cumingiana"
T81,P12,Pak Tam Country Trail,Sai Kung,2,3,2,2,1.8,1,"An ancient village path connecting Pak Tam Au and Pak Tam Chung in the past, Pak Tam Country Trail is an easy route with muddy paths and stone trails through weeds, exuding a sense of ancient elegance.  Beginning at Pak Tam Au with a descent all the way down, the trail is surrounded by mountains.  The first part commands the views of Ngau Yee Shek Shan and Tai Che Leng Tun while the latter part affords the views of Tai Cham Koi and Pai Ngak Shan and occasional glimpses of Kau Sai Chau, where the Jockey Club Public Golf Course is situated, on the south through the valley.  On Kau Sai Chau sits a small island Yim Tin Tsai, where a Hakka village with 300-year history is situated.  The village has a century-old chapel called St. Joseph’s Chapel, whose history is valued by the Catholic villagers, and a school called Tsing Boor School, which has become a mini-museum of Yim Tin Tsai’s culture and the villagers’ life.  The villagers still make Hakka Cha Kwo today.  The trail takes about an hour to complete and ends at Yee Ting Campsite.  It is the perfect place to camp out with family members."
T82,P01,Pat Sin Leng Nature Trail,North New Territories,2,3,2,2,4,2,"Pat Sin Leng, an important mountain range in North East New Territories, is a popular destination for hikers because of its history and scenery. Pat Sin Leng Nature Trail overlaps Section 10 of the Wilson Trail and further ahead is the finishing point at Bride’s Pool Road. Starting with series of uphill stone steps, the trail is physically demanding, but with patches of shade and occasional gentle breezes, it is still a pleasant hike. The trail also overlooks the world’s first reservoir in the ocean, Plover Cove Reservoir, which was originally a bay to the north of Tolo Harbour and a pearl-hunting site in the Tang Dynasty. The Spring Breeze Pavilion is another spot and was built in commemoration of the two teachers who died saving the students in the Pat Sin Leng Wildfire. The pavilion commands a panoramic view of Tolo Harbour and even Ma On Shan."
T83,P26,Peak Trail (High West Section),Hong Kong Island,2,4,3,1,4,2.5,"Legend has it that early inhabitants of Hong Kong Island found a red incense burner that drifted ashore, believing that it was a gift from Tin Hau and the highest summit on the island ‘Lo Fung’. Walking along the Peak Trail is like taking a trip down memory lane.  Between busy commercial buildings in Central and Victoria Peak is Lugard Road, a hundred-year-old plank road that exudes an air of ancient elegance.  It commands views extending from Lei Yue Mun on the east to Ma Wan Channel on the west, with a full view of Victoria Harbour.  It also looks out on the busy streets of Tsim Sha Tsui in the distance, as well as the hills connected by Lion Rock and Tai Mo Shan.  In spring, visitors may be able to witness the extraordinary scenery when the bridge is cloaked in a shroud of mist in the morning."
T84,P25,Peak Trail (Pinewood Battery Section),Hong Kong Island,2,2,3,1,4.7,2.5,"Legend has it that early inhabitants of Hong Kong Island found a red incense burner that drifted ashore, believing that it was a gift from Tin Hau and the highest summit on the island ‘Lo Fung’.  Walking along the Peak Trail is like taking a trip down memory lane.  Between busy commercial buildings in Central and Victoria Peak is Lugard Road, a hundred-year-old plank road that exudes an air of ancient elegance.  It commands views extending from Lei Yue Mun on the east to Ma Wan Channel on the west, with a full view of Victoria Harbour.  It also looks out on the busy streets of Tsim Sha Tsui in the distance, as well as the hills connected by Lion Rock and Tai Mo Shan.  In spring, visitors may be able to witness the extraordinary scenery when the bridge is cloaked in a shroud of mist in the morning."
T85,P16,Pineapple Dam Nature Trail,Central New Territories,1,2,1,2,0.8,1,"Hong Kong iconic food item pineapple bun contains no pineapples, but Pineapple Dam Nature Trail definitely has an intimate relationship with pineapples.  Sitting next to Shing Mun Reservoir, the trail got its name from Pineapple Dam, which is called so by a Hakka Village because there were once many pineapple fields before the construction of the reservoir.  To prevent soil erosion around the man-made dam, the area has gradually become Hong Kong’s main plantation area, with Brisbane Box, Sweet Gum, and Taiwan Acacia, etc.  On the western coast, the ever-green Chinese Banyan with aerial roots dangling from the branches can be seen.  Whichever season of the year, Pineapple Dam Nature Trail is a feast for the eyes – in spring, all is green; in early summer Hog Plum appears with purplish-red flowers; in midsummer blossoms of Desmos turn from green to white, giving off a pleasant scent; after rain Paper-bark Tree on the opposite shore submerged in water can be seen; in autumn the pavilion offers views of Sweet Gum; in winter flocks of migrating birds can be spotted.  There are macaques along the trail; but remember not to feed or terrify them.  Keeping peace with them is the first step in living in perfect harmony with nature."
T86,P25,Pinewood Battery Heritage Trail,Hong Kong Island,1,2,1,1,0.38,0.5,"Located inside Lung Fu Shan Country Park, the Pinewood Battery Heritage Trail features some batteries that have been standing for as many as a hundred years within a span of 400 metres. Before the outbreak of World War I, the British military authorities already intended to build a battery on a hill in the north-western part of Hong Kong Island to strengthen the defence and protect against invasion by France and Russia from the west.  In 1901, the construction of the battery completed on Lung Fu Shan at an elevation of 307 metres, overlooking the entire western district on Hong Kong Island and enjoying the best terrain advantage.  With the advent of air power following the First World War, the battery was converted into an anti-aircraft battery, with the addition of many battery buildings and bunkers around in order to defend against the Japanese army.  Not only has it stood witness to the local military development, it has also seen the Battle of Hong Kong.   In the December of 1941, it was air-raided and the anti-aircraft guns were destroyed, forcing the defending troops to retreat.  Its ruins can still be seen today.  Although the battery itself has long been removed, the original emplacements, bunkers, command post, magazines, observation posts, washrooms, and the many battery buildings generally survive intact and thus are easily identifiable. Overlooking the western part of Hong Kong Island and Victoria Harbour, this trail has some interpretation panels that remind visitors of the bitter past of the Battle of Hong Kong."
T87,P22,Ping Chau Country Trail,North New Territories,2,3,1,2,6,3,"Situated at the northeasternmost side of Hong Kong, Ping Chau is composed of sedimentary rocks.  The island generously showcases the ancient skeleton of the Earth in a way that it serves like a geological museum.  Enclosing the island of Tung Ping Chau and occupying a sea area of 270 hectares, Tung Ping Chau Marine Park is home to the most diverse species of coral communities locally.  Skirting along Ping Chau, Ping Chau Country Trail features a multitude of landform wonders such as Kang Lau Shek, which stands bold and still on the east seashore and two gigantic sea stacks that are 7-8 metres tall.  Kang Lau Shek, together with the two sea stacks, looks like a look-out that was built for protecting the island long ago.  A closer look at the stacks will reveal their shale lamination.  On the southernmost side are wave-cut platforms that are extended from the cliffs.  These platforms are named so because the area is not accessible at high tide.  Not far away lies a 100-metre sedimentary rock emerging from the sea.  It is called Lung Lok Shui because its spiky edges caused by erosion resemble the back of a dragon.  Towards the end of the route is Cham Keng Chau, which broke off because of years of wave erosion. Attentive observers will notice the walls of villages on the island are built of shale formed millions of years ago."
T88,P21,Plover Cove Reservoir Country Trail,North New Territories,5,2,3,5,15.5,7,"Completed in 1968, Plover Cove Reservoir is the second largest reservoir in Hong Kong in terms of the area it covers.  The many undulating slopes and the lack of supplies on this long hiking trail that skirts along the lake make it a test of experience and fitness.  Beginning along the ridge, the trail passes through such peaks as Ma Tau Fung, Chek Ma Tau, and Tai Tung.  The small plateau that links Wang Leng Au with Tai Tung is called Sam Toi Teng, which can lead the less physically-strong hikers to Ha Miu Tin to retrace their steps.  In fact, the ridge offers different sorts of scenery – on one side are the rich greenery of Plover Cove Country Park and the estuary of Sam A Wan; on the other side is the full view of Plover Cove Reservoir.  The latter part commands the view of Tolo Channel and leads to the auxiliary dam and the two-kilometre main dam.  As the world’s first reservoir in the ocean, Plover Cove Reservoir is undoubtedly an era-defining representation of creativity and courage – it is formed by connecting the island with land by the damming sections to dam the inlet, and pumping out the sea water and filling it with fresh water.  Along the way, hikers might be able to spot egrets and herons sitting on the floating solar power system, which is yet another social media check-in spot."
T89,P26,Pok Fu Lam Family Walk,Hong Kong Island,1,2,1,2,3.5,1,"How far is the countryside from the city? In the case of Pok Fu Lam Family Walk, the only family walk on Hong Kong Island, it is only a 5-minute walk away. Although undulating, this family walk is easy and suitable for family outings. The beginning section lets visitors appreciate the beauty of reservoirs from top to bottom as it passes through Pok Fu Lam Reservoir, Hong Kong’s first reservoir. Construction of the reservoir was completed in 1863 and the second and larger Pok Fu Lam Reservoir was built upstream from the original reservoir in 1871 in order to solve the water shortage at that time. The former watchman’s cottage, the gauge basin, and the four masonry bridges built of granite are all declared monuments. Beyond the reservoir into the woodlands are many bridges arching over running streams. The abundant water supply and the tall trees provide a habitat for a myriad of birds and insects, with both faint and clear tweeting of birds."
T90,P26,Pok Fu Lam Tree Walk,Hong Kong Island,1,4,1,1,3.2,1,"Pok Fu Lam Tree Walk is the first Hong Kong tree walk featuring native plant species. This route winds along Lugard Road by the Peak Galleria. While admiring the beauty of nature, you also take in superb vistas of Victoria Harbour and the urban districts on both sides. The entrance of Pok Fu Lam Tree Walk shares the same starting point of Stage 1 of Hong Kong Trail. Despite its vicinity to the hot tourist spot, the Tree Walk offers escape from the hustle and bustle of the city, allowing you to feel the peaceful and pleasant ambience of nature. With support of good ecological environment, you will find several interesting plants such as Lance-leaved Sterculia with orange-red star-like fruits, and Reevesia with fruits looking like starfruit along the trail. At the end of the Tree Walk, you can continue your journey from Lugard Road to Harlech Road for a visit to Lung Fu Shan Country Park where military relics such as Pinewood Battery and remains of old forts are preserved."
T91,P09,Pottinger Peak Country Trail,Hong Kong Island,2,3,1,4,1.9,1.5,"If you are looking for a level route that can be accessed easily, there is no better place than Pottinger Peak Country Trail, whose starting point is very close to the heart of Chai Wan.  Embarking at Ma Tong Au of Shek O, you will be greeted with broad views when you go past the catchment, which looks out on another hiking hotspot Dragon’s Back in the distance.  Extending in a westerly direction to the coastlines and bays of Big Wave Bay and Shek O and ends at Cape D’Aguilar, Dragon’s Back prides itself on being the best place to take in the vistas and charm of the sea that surrounds Hong Kong.  Along the path there are butterflies everywhere and a pavilion where tourists could take a break and enjoy the views of Clear Water Bay, Tung Lung Chau, Chai Wan and Siu Sai Wan.  Back in the old days, Hong Kong was an exporter of timber.  Chai Wan, ringed on three sides by mountains, got its name from its rich production of firewood (which is translated as “Chai” in Chinese), but the original name of the place, Sai Wan, fails to live in the memory of most people.  On the other hand, Siu Sai Wan, located in the eastern part of Chai Wan, was once named as Siu Chai Wan and Chai Wan Tsai, both of which failed to be passed on.  This history of how Chai Wan and Siu Sai Wan got their names has created an interesting contrast.  Beyond the viewing point, the finishing point Cape Collinson Road is 300 metres away.  The whole trip takes almost 2 hours."
T92,P05,Quarry Bay Tree Walk,Hong Kong Island,1,3,1,2,1.1,0.6,"Quarry Bay Tree Walk is a comfortable and peaceful route, connecting Mount Parker Road and Kornhill Garden, it also overlaps with Stage 2 of Wilson Trail and part of the Eastern Nature Trail. Though located in downtown area, it offers escape from the city and delights both the body and mind. The Tree Walk is about 1.1km long, where 19 interpretation plates are installed to introduce trees such as Hong Kong Gordonia and Soft-fruited Ormosia. The location of Quarry Bay Tree Walk was important in wartime, as is shown by the remnants of war such as communal stoves and warehouses found along the walk. A stroll along the Tree Walk brings you knowledge about nature and wartime history."
T93,P03,Rotary Park Nature Trail,West New Territories,1,3,2,1,0.8,1,"The Rotary Park Nature Trail is the perfect place for children to get close to nature. A walk with barbecue sites at the start point, the trail is easily accessible and suitable for families. The lush woodlands along the trail give some welcome shade in summer. Together with the humid environment, it provides a habitat for many insects, including interesting-looking Owlflies, which have long antennae on their heads like dragonflies although they are not classified as dragonflies. Since they are attracted to dark, humid spaces, they can be found in bushes. Insects like Dung Beetles may also be spotted by the sides of the trail with careful observation. In early spring, Chekiang Machilus puts out bright red young leaves, which are pleasant to look at. The viewing point commands vistas on the south, including Steep Island, Lamma Island, Tsing Yi, and as far as the summit of Victoria Peak and Mount Davis on the western part of Hong Kong Island."
T94,P24,Sharp Island Country Trail,Sai Kung,1,2,1,1,2,1.5,"Starting from Kiu Tsui near the centre of the West coast of Sharp Island, the Sharp Island Country Trails runs uphill towards Hak Shan Teng and descends gently into the Finish at the scenic beach of Hap Mun Bay. The Country Trail boasts several stunning coastal views especially at the viewing point. To the East, admire the vast grasslands on Kau Sai Chau and spot the old Sai Kung Hakka village settlements further away on the Island of Yim Tin Tsai. To the West, take in views of the renowned tombolo of Sharp Island that stretches towards the islet of Kiu Tao; on clear days, Clear Water Bay Peninsula and High Junk Peak may also be seen afar. Selfie stands are available at viewing points for hands-free captures of visitors with a majestic natural backdrop."
T95,P24,Sharp Island Geo Trail,Sai Kung,1,4,1,2,0.7,1,"Located in Port Shelter, Sai Kung, Sharp Island is connected with a small island called Kiu Tau by a tombolo, which is accessible when the tide is low. Remember to check the tidal information before crossing the tombolo, which is accessible only when the tidal level is lower than 1.4 metres. Situated at the rim of the crater of a volcano with a radius of 20 kilometres that used to sit in Sai Kung around 140 million years ago, Sharp Island is an ideal place for observing igneous rocks, as it is home to many different types of rocks, such as breccia, which is composed of pyroclastic deposits, rhyolite, which is characterised by lava flow lines, and quartz monzonite, which is formed as a result of the cooling down of rocks intruded by lava leaking into the cracks. Another local special is the pineapple bun. This pineapple bun is in fact quartz monzonite, whose cracked outer layer, caused by weathering, resembles the crumbly crust of the iconic Hong Kong food item. It can be easily found by the seaside of Sharp Island. On Kiu Tau, there are sedimentary rocks and a viewing point that looks out on Port Shelter."
